Congregation,National_Affiliation,Sub_Affiliations,Name,Building_Type,Congregation_Race,Cross_Street,Street_Address,City_State,Zip_Code,Full Address,Latitude,Longitude
Jewish Congregation,Orthodox,n/a,Congregation Chevra Thilim,Synagogue,Jewish,full address provided,826 Lafayette St.,"New Orleans, Louisiana",70113,"826 Lafayette St. New Orleans, Louisiana 70113",29.9485794,-90.072943
Jewish Congregation,Reform,n/a,Congregation Gates of Prayer,Synagogue,Jewish,full address provided,1139 Napoleon Ave.,"New Orleans, Louisiana",70115,"1139 Napoleon Ave. New Orleans, Louisiana 70115",29.923554,-90.1012205
Jewish Congregation,Reform,n/a,Congregation Temple Sinai,Synagogue,Jewish,full address provided,6221 St. Charles Ave.,"New Orleans, Louisiana",70118,"6221 St. Charles Ave. New Orleans, Louisiana 70118",29.9329508,-90.1199087
Jewish Congregation,Orthodox,n/a,Orthodox Jewish Synagogue,Synagogue,Jewish,full address provided,2137 Milan St.,"New Orleans, Louisiana",70115,"2137 Milan St. New Orleans, Louisiana 70115",29.932443,-90.100015
Jewish Congregation,Reform,n/a,Touro Synagogue,Synagogue,Jewish,full address provided,4238 St. Charles Ave.,"New Orleans, Louisiana",70115,"4238 St. Charles Ave. New Orleans, Louisiana 70115",29.9260397,-90.1004535
Jewish Congregation,n/a,n/a,Beth Israel Cemetery,Jewish Cemeteries,Jewish,Anthony and Canal Sts.,Anthony and Canal Sts.,"New Orleans, Louisiana",70119,"Anthony and Canal Sts. New Orleans, Louisiana 70119",29.9781941,-90.1066236
Jewish Congregation,n/a,n/a,Beth Israel Cemetery,Jewish Cemeteries,Jewish,full address provided,4300 Frenchmen St.,"New Orleans, Louisiana",70122,"4300 Frenchmen St. New Orleans, Louisiana 70122",30.0020358,-90.0610591
Jewish Congregation,n/a,n/a,Cemetery Ahavas Sholom,Jewish Cemeteries,Jewish,full address provided,4401 Frenchmen St.,"New Orleans, Louisiana",70122,"4401 Frenchmen St. New Orleans, Louisiana 70122",30.0029293,-90.060891
Jewish Congregation,n/a,n/a,Cemetery Association of Congregation Dispersed of Judah,Jewish Cemeteries,Jewish,"Canal St. Bounded by N. Anthony, Helena, Iberville and Canal Sts.",4937 Canal St.,"New Orleans, Louisiana",70119,"4937 Canal St. New Orleans, Louisiana 70119",29.9804989,-90.1092786
Jewish Congregation,n/a,n/a,Cemetery Gates of Prayer,Jewish Cemeteries,Jewish,"Joseph St. Bounded by Pitt, Garfield and Arabella Sts.",4824 Canal St.,"New Orleans, Louisiana",70119,"4824 Canal St. New Orleans, Louisiana 70119",29.9796046,-90.1083548
Jewish Congregation,n/a,n/a,"Kebrevr Rest Cemeteries Nos, l and 2 Association",Jewish Cemeteries,Jewish,full address provided,4100 Frenchmen St.,"New Orleans, Louisiana",70122,"4100 Frenchmen St. New Orleans, Louisiana 70122",30.0003551,-90.0612669
Jewish Congregation,n/a,n/a,Jewish Burial Rites Association,Jewish Cemeteries,Jewish,full address provided,1629 Euterpe St.,"New Orleans, Louisiana",70130,"1629 Euterpe St. New Orleans, Louisiana 70130",29.9382927,-90.077213
Jewish Congregation,n/a,n/a,Agudath Achim Anshe Sfard Sisterhood,Jewish Organizations and Institutions,Jewish,full address provided,2330 Carondolet St.,"New Orleans, Louisiana",70130,"2330 Carondolet St. New Orleans, Louisiana 70130",29.9336995,-90.0829407
Jewish Congregation,n/a,n/a,Beth Israel Sisterhood,Jewish Organizations and Institutions,Jewish,full address provided,1616 Carondelet St.,"New Orleans, Louisiana",70130,"1616 Carondelet St. New Orleans, Louisiana 70130",29.9385703,-90.0772682
Jewish Congregation,n/a,n/a,Communal Hebrew School,Jewish Organizations and Institutions,Jewish,full address provided,1630 Josephine St.,"New Orleans, Louisiana",70130,"1630 Josephine St. New Orleans, Louisiana 70130",29.9352929,-90.0803892
Jewish Congregation,n/a,n/a,District Grand Lodge No. 7 B'nai B'rith,Jewish Organizations and Institutions,Jewish,330 Whitney Bank Bldg.,228 St. Charles Ave.,"New Orleans, Louisiana",70130,"228 St. Charles Ave. New Orleans, Louisiana 70130",29.951766,-90.0697497
Jewish Congregation,n/a,n/a,Gates of Prayer Sisterhood,Jewish Organizations and Institutions,Jewish,full address provided,1139 Napoleon Ave.,"New Orleans, Louisiana",70115,"1139 Napoleon Ave. New Orleans, Louisiana 70115",29.923554,-90.1012205
Jewish Congregation,n/a,n/a,Isidore Newman School,Jewish Organizations and Institutions,Jewish,full address provided,1831 Jefferson Ave.,"New Orleans, Louisiana",70115,"1831 Jefferson Ave. New Orleans, Louisiana 70115",29.9313656,-90.1121824
Jewish Congregation,n/a,n/a,Jewish Charitable and Educational Federation,Jewish Organizations and Institutions,Jewish,303 Stern Bldg.,348 Barrone St. ,"New Orleans, Louisiana",70112,"348 Barrone St.  New Orleans, Louisiana 70112",29.9511354,-90.0726308
Jewish Congregation,n/a,n/a,Jewish Children's Home,Jewish Organizations and Institutions,Jewish,full address provided,5342 St. Charles Ave.,"New Orleans, Louisiana",70115,"5342 St. Charles Ave. New Orleans, Louisiana 70115",29.927357,-90.112895
Jewish Congregation,n/a,n/a,Ladies Rachael Benevolent Association,Jewish Organizations and Institutions,Jewish,full address provided,1634 Clio St. ,"New Orleans, Louisiana",70130,"1634 Clio St.  New Orleans, Louisiana 70130",29.9415987,-90.0747497
Jewish Congregation,n/a,n/a,League of Jewish Women's Organizations,Jewish Organizations and Institutions,Jewish,full address provided,1807 Palmer Ave.,"New Orleans, Louisiana",70118,"1807 Palmer Ave. New Orleans, Louisiana 70118",29.9343926,-90.1182865
Jewish Congregation,n/a,n/a,Menorah Institute,Jewish Organizations and Institutions,Jewish,full address provided,1629 Euterpe St.,"New Orleans, Louisiana",70130,"1629 Euterpe St. New Orleans, Louisiana 70130",29.9382927,-90.077213
Jewish Congregation,n/a,n/a,Mizrachi Organization,Jewish Organizations and Institutions,Jewish,full address provided,1629 Euterpe St.,"New Orleans, Louisiana",70130,"1629 Euterpe St. New Orleans, Louisiana 70130",29.9382927,-90.077213
Jewish Congregation,n/a,n/a,Mosean Fraternity,Jewish Organizations and Institutions,Jewish,full address provided,1654 Clio St.,"New Orleans, Louisiana",70130,"1654 Clio St. New Orleans, Louisiana 70130",29.9418576,-90.0750305
Jewish Congregation,n/a,n/a,"National Council of Jewish Women, New Orleans Section",Jewish Organizations and Institutions,Jewish,full address provided,472 Lowerline St.,"New Orleans, Louisiana",70118,"472 Lowerline St. New Orleans, Louisiana 70118",29.936609,-90.1299573
Jewish Congregation,n/a,n/a,New Orleans Chapter Senior Hadassah,Jewish Organizations and Institutions,Jewish,full address provided,2207 Carondelet St.,"New Orleans, Louisiana",70130,"2207 Carondelet St. New Orleans, Louisiana 70130",29.9348854,-90.0818129
Jewish Congregation,n/a,n/a,New Orleans Lodge No. l82 B'nai B'rith,Jewish Organizations and Institutions,Jewish,full address provided,1634 Clio St. ,"New Orleans, Louisiana",70130,"1634 Clio St.  New Orleans, Louisiana 70130",29.9415987,-90.0747497
Jewish Congregation,n/a,n/a,New Orleans Unit Junior Hadassah,Jewish Organizations and Institutions,Jewish,full address provided,2231 Marengo St.,"New Orleans, Louisiana",70115,"2231 Marengo St. New Orleans, Louisiana 70115",29.9333971,-90.0989566
Jewish Congregation,n/a,n/a,New Orleans Zionist District,Jewish Organizations and Institutions,Jewish,full address provided,1634 Clio St. ,"New Orleans, Louisiana",70130,"1634 Clio St.  New Orleans, Louisiana 70130",29.9415987,-90.0747497
Jewish Congregation,n/a,n/a,Temple Sinai Sisterhood,Jewish Organizations and Institutions,Jewish,full address provided,6221 St. Charles Ave.,"New Orleans, Louisiana",70118,"6221 St. Charles Ave. New Orleans, Louisiana 70118",29.9329508,-90.1199087
Jewish Congregation,n/a,n/a,Touro Infirmary,Jewish Organizations and Institutions,Jewish,full address provided,3516 Prytania St.,"New Orleans, Louisiana",70115,"3516 Prytania St. New Orleans, Louisiana 70115",29.9263375,-90.0923952
Jewish Congregation,n/a,n/a,Touro Synagogue Sisterhood,Jewish Organizations and Institutions,Jewish,full address provided,4238 St. Charles Ave.,"New Orleans, Louisiana",70115,"4238 St. Charles Ave. New Orleans, Louisiana 70115",29.9260397,-90.1004535
Jewish Congregation,n/a,n/a,Young Judean Council of New Orleans,Jewish Organizations and Institutions,Jewish,full address provided,1634 Clio St. ,"New Orleans, Louisiana",70130,"1634 Clio St.  New Orleans, Louisiana 70130",29.9415987,-90.0747497
Jewish Congregation,n/a,n/a,Young Men's and Young Women's Hebrew Association of New Orleans,Jewish Organizations and Institutions,Jewish,full address provided,1634 Clio St. ,"New Orleans, Louisiana",70130,"1634 Clio St.  New Orleans, Louisiana 70130",29.9415987,-90.0747497
Jewish Congregation,n/a,n/a,Zionists Council,Jewish Organizations and Institutions,Jewish,full address provided,1634 Clio St. ,"New Orleans, Louisiana",70130,"1634 Clio St.  New Orleans, Louisiana 70130",29.9415987,-90.0747497
Church of Latter-Day Saints (Mormon),Church of Jesus Christ Latter-day Saints,Texas Mission; Louisiana District,New Orleans Branch Church of Jesus Christ of Latter-day Saints,Church,White,full address provided,627 North St.,"New Orleans, Louisiana",70119,"627 North St. New Orleans, Louisiana 70119",29.9807642,-90.0993805
Lutheran Churches,American Lutheran Conference,Texas District; Houston Conference,Grace Evangelical Lutheran Church,Church,White,full address provided,3835 Iberville St,"New Orleans, Louisiana",70119,"3835 Iberville St New Orleans, Louisiana 70119",29.9741715,-90.0974329
Lutheran Churches,American Lutheran Conference,Texas District; Houston Conference,Immanuel Evangelical Lutheran Church,Church,White,Corner N. Broad and Iberville Sts.,138 N. Broad St.,"New Orleans, Louisiana",70119,"138 N. Broad St. New Orleans, Louisiana 70119",29.9662285,-90.0864282
Lutheran Churches,American Lutheran Conference,Texas District; Houston Conference,St. Luke's Evangelical Lutheran Church,Church,White,full address provided,2400 Onzaga St.,"New Orleans, Louisiana",70119,"2400 Onzaga St. New Orleans, Louisiana 70119",29.9783105,-90.0720422
Lutheran Churches,Evangelical Lutheran Synodical Conference of North America,"Evangelical Lutheran Synod of Missouri, Ohio and Other States; Southern District Synod",Evangelical Lutheran Christ Church,Church,White,full address provided,714 Caffin Ave.,"New Orleans, Louisiana",70117,"714 Caffin Ave. New Orleans, Louisiana 70117",29.9575222,-90.0173289
Lutheran Churches,Evangelical Lutheran Synodical Conference of North America,"Evangelical Lutheran Synod of Missouri, Ohio and Other States; Southern District Synod",First English Evangelical Lutheran Congregational Church,Church,White,full address provided,1030 Port St.,"New Orleans, Louisiana",70117,"1030 Port St. New Orleans, Louisiana 70117",29.9683078,-90.0496102
Lutheran Churches,Evangelical Lutheran Synodical Conference of North America,"Evangelical Lutheran Synod of Missouri, Ohio and Other States; Southern District Synod",Gloria Dei Lutheran Church,Church,White,full address provided,2021 S. Dupre St.,"New Orleans, Louisiana",70125,"2021 S. Dupre St. New Orleans, Louisiana 70125",29.9493489,-90.1043286
Lutheran Churches,Evangelical Lutheran Synodical Conference of North America,"Evangelical Lutheran Synod of Missouri, Ohio and Other States; Southern District Synod",Hope Evangelical Lutheran Church,Church,White,full address provided,1810 Adams St.,"New Orleans, Louisiana",70118,"1810 Adams St. New Orleans, Louisiana 70118",29.9492211,-90.1218438
Lutheran Churches,Evangelical Lutheran Synodical Conference of North America,"Evangelical Lutheran Synod of Missouri, Ohio and Other States; Southern District Synod",Messiah Evangelical Lutheran Church,Church,White,full address provided,5500 Camp St.,"New Orleans, Louisiana",70115,"5500 Camp St. New Orleans, Louisiana 70115",29.9219316,-90.1159499
Lutheran Churches,Evangelical Lutheran Synodical Conference of North America,"Evangelical Lutheran Synod of Missouri, Ohio and Other States; Southern District Synod",Milneburg Mission,Church,White,full address provided,6527 Elysian Fields Ave.,"New Orleans, Louisiana",70122,"6527 Elysian Fields Ave. New Orleans, Louisiana 70122",30.0259428,-90.060905
Lutheran Churches,Evangelical Lutheran Synodical Conference of North America,"Evangelical Lutheran Synod of Missouri, Ohio and Other States; Southern District Synod",Mt. Calvary Evangelical Lutheran Church,Church,White,full address provided,2900 Grand Route St. John St. ,"New Orleans, Louisiana",70119,"2900 Grand Route St. John St.  New Orleans, Louisiana 70119",29.9794534,-90.079948
Lutheran Churches,Evangelical Lutheran Synodical Conference of North America,"Evangelical Lutheran Synod of Missouri, Ohio and Other States; Southern District Synod",Norwegian Seamen's Mission,Church,White,full address provided,1772 Prytania St.,"New Orleans, Louisiana",70130,"1772 Prytania St. New Orleans, Louisiana 70130",29.9355893,-90.0758812
Lutheran Churches,Evangelical Lutheran Synodical Conference of North America,"Evangelical Lutheran Synod of Missouri, Ohio and Other States; Southern District Synod",Redeemer Evangelical Lutheran Church,Church,White,full address provided,1210 Alvar St.,"New Orleans, Louisiana",70117,"1210 Alvar St. New Orleans, Louisiana 70117",29.9671299,-90.0362185
Lutheran Churches,Evangelical Lutheran Synodical Conference of North America,"Evangelical Lutheran Synod of Missouri, Ohio and Other States; Southern District Synod",St. John's Evangelical Lutheran Church,Church,White,Canal and N. Pierce Sts.,3937 Canal St,"New Orleans, Louisiana",70119,"3937 Canal St New Orleans, Louisiana 70119",29.9739956,-90.0990597
Lutheran Churches,Evangelical Lutheran Synodical Conference of North America,"Evangelical Lutheran Synod of Missouri, Ohio and Other States; Southern District Synod",St. Matthew's Evangelical Church,Church,White,full address provide,4127 Franklin Ave.,"New Orleans, Louisiana",70122,"4127 Franklin Ave. New Orleans, Louisiana 70122",30.0012919,-90.0500354
Lutheran Churches,Evangelical Lutheran Synodical Conference of North America,"Evangelical Lutheran Synod of Missouri, Ohio and Other States; Southern District Synod",St. Paul's Evangelical Lutheran Church,Church,White,Burgundy and Port Sts.,2624 Burgundy St.,"New Orleans, Louisiana",70117,"2624 Burgundy St. New Orleans, Louisiana 70117",29.9663202,-90.0501209
Lutheran Churches,Evangelical Lutheran Synodical Conference of North America,"Evangelical Lutheran Synod of Missouri, Ohio and Other States; Southern District Synod",Trinity Evangelical Church,Church,White,Olivier and Elisa Sts.,620 Eliza St.,"New Orleans, Louisiana",70114,"620 Eliza St. New Orleans, Louisiana 70114",29.9511426,-90.0496102
Lutheran Churches,Evangelical Lutheran Synodical Conference of North America,"Evangelical Lutheran Synod of Missouri, Ohio and Other States; Southern District Synod",Zion Evangelical Lutheran Church,Church,White,full address provided,1924 St. Charles Ave.,"New Orleans, Louisiana",70130,"1924 St. Charles Ave. New Orleans, Louisiana 70130",29.9351134,-90.0783815
Lutheran Churches,Evangelical Lutheran Synodical Conference of North America,"Evangelical Lutheran Synod of Missouri, Ohio and Other States; Southern District Synod",Bethlehem Orphan Asylum and School,Parochial Schools and Institutions,White,N. Peters and Flood Sts.,5435 N Peters St.,"New Orleans, Louisiana",70117,"5435 N Peters St. New Orleans, Louisiana 70117",29.9550935,-90.0197983
Lutheran Churches,Evangelical Lutheran Synodical Conference of North America,"Evangelical Lutheran Synod of Missouri, Ohio and Other States; Southern District Synod",Evangelical Lutheran Christ Church School,Parochial Schools and Institutions,White,full address provided,714 Caffin Ave.,"New Orleans, Louisiana",70117,"714 Caffin Ave. New Orleans, Louisiana 70117",29.9575222,-90.0173289
Lutheran Churches,Evangelical Lutheran Synodical Conference of North America,"Evangelical Lutheran Synod of Missouri, Ohio and Other States; Southern District Synod",St. John's Evangelical Lutheran Church School*,Parochial Schools and Institutions,White,Canal and N. Pierce Sts.,3937 Canal St.,"New Orleans, Louisiana",70119,"3937 Canal St. New Orleans, Louisiana 70119",29.9739956,-90.0990597
Lutheran Churches,Evangelical Lutheran Synodical Conference of North America,"Evangelical Lutheran Synod of Missouri, Ohio and Other States; Southern District Synod",St. Paul's Evangelical Lutheran Church School*,Parochial Schools and Institutions,White,Burgundy and Port Sts.,2624 Burgundy St.,"New Orleans, Louisiana",70117,"2624 Burgundy St. New Orleans, Louisiana 70117",29.9663202,-90.0501209
Lutheran Churches,Evangelical Lutheran Synodical Conference of North America,"Evangelical Lutheran Synod of Missouri, Ohio and Other States; Southern District Synod",Trinity Evangelical Church School,Parochial Schools and Institutions,White,Olivier and Eliza Sts.,620 Eliza St.,"New Orleans, Louisiana",70114,"620 Eliza St. New Orleans, Louisiana 70114",29.9511426,-90.0496102
Lutheran Churches,Evangelical Lutheran Synodical Conference of North America,Negro Misson of the Synodical Conference,Bethlehem Lutheran Chapel,Church,Black,Corner Washington Ave. and Dryades Sts.,1828 Washington Ave.,"New Orleans, Louisiana",70113,"1828 Washington Ave. New Orleans, Louisiana 70113",29.9330221,-90.0879665
Lutheran Churches,Evangelical Lutheran Synodical Conference of North America,Negro Misson of the Synodical Conference,Concordia Evangelical Lutheran Church,Church,Black,full address provided,1720 Holly Grove St.,"New Orleans, Louisiana",70118,"1720 Holly Grove St. New Orleans, Louisiana 70118",29.957361,-90.1332308
Lutheran Churches,Evangelical Lutheran Synodical Conference of North America,Negro Misson of the Synodical Conference,Mt. Zion Evangelical Lutheran Church,Church,Black,full address provided,1405 Loyola St.,"New Orleans, Louisiana",70113,"1405 Loyola St. New Orleans, Louisiana 70113",29.9453838,-90.0784817
Lutheran Churches,Evangelical Lutheran Synodical Conference of North America,Negro Misson of the Synodical Conference,St. Paul's Evangelical Lutheran Church,Church,Black,full address provided,1625 Annette St.,"New Orleans, Louisiana",70116,"1625 Annette St. New Orleans, Louisiana 70116",29.973921,-90.0627462
Lutheran Churches,Evangelical Lutheran Synodical Conference of North America,Negro Misson of the Synodical Conference,St. Phillip's Evangelical Lutheran Church,Church,Black,full address provided,2220 Pine St,"New Orleans, Louisiana",70118,"2220 Pine St New Orleans, Louisiana 70118",29.9516389,-90.1168329
Lutheran Churches,Evangelical Lutheran Synodical Conference of North America,Negro Misson of the Synodical Conference,Trinity Evangelical Lutheran Church,Church,Black,full address provided,1339 Gallier St.,"New Orleans, Louisiana",70117,"1339 Gallier St. New Orleans, Louisiana 70117",29.9693956,-90.0385235
The Methodist Church,The Council of Bishops,South Central Jurisdiction; Louisiana Annual Conference; New Orleans District,Aldersgate Methodist Church,Church,White,full address provided,29 St. Claude Court,"New Orleans, Louisiana",70117,"29 St. Claude Court New Orleans, Louisiana 70117",29.96166,-90.016114
The Methodist Church,The Council of Bishops,South Central Jurisdiction; Louisiana Annual Conference; New Orleans District,Algiers Methodist Church,Church,White,full address provided,637 Opelousas Ave.,"New Orleans, Louisiana",70114,"637 Opelousas Ave. New Orleans, Louisiana 70114",29.9484546,-90.0498108
The Methodist Church,The Council of Bishops,South Central Jurisdiction; Louisiana Annual Conference; New Orleans District,Canal St. Methodist Church,Church,White,full address provided,4140 Canal St.,"New Orleans, Louisiana",70119,"4140 Canal St. New Orleans, Louisiana 70119",29.9748724,-90.1018779
The Methodist Church,The Council of Bishops,South Central Jurisdiction; Louisiana Annual Conference; New Orleans District,Carrollton Ave. Methodist Church,Church,White,full address provided,937 S. Carrollton Ave.,"New Orleans, Louisiana",70118,"937 S. Carrollton Ave. New Orleans, Louisiana 70118",29.9454837,-90.1309676
The Methodist Church,The Council of Bishops,South Central Jurisdiction; Louisiana Annual Conference; New Orleans District,Chalmette Methodist Church,Church,White,full address provided,3625 N. Galvez St.,"New Orleans, Louisiana",70117,"3625 N. Galvez St. New Orleans, Louisiana 70117",29.9768039,-90.0351689
The Methodist Church,The Council of Bishops,South Central Jurisdiction; Louisiana Annual Conference; New Orleans District,Church of the Redeemer,Church,White,full address provided,601 Esplanade Ave.,"New Orleans, Louisiana",70116,"601 Esplanade Ave. New Orleans, Louisiana 70116",29.963037,-90.058949
The Methodist Church,The Council of Bishops,South Central Jurisdiction; Louisiana Annual Conference; New Orleans District,Eighth St. Methodist Church,Church,White,full address provided,832 Eighth St.,"New Orleans, Louisiana",70115,"832 Eighth St. New Orleans, Louisiana 70115",29.9225257,-90.0841685
The Methodist Church,The Council of Bishops,South Central Jurisdiction; Louisiana Annual Conference; New Orleans District,Felicity Methodist Church*,Church,White,Felicity and Chestnut Sts.,1220 Felicity St.,"New Orleans, Louisiana",70130,"1220 Felicity St. New Orleans, Louisiana 70130",29.9334213,-90.0747132
The Methodist Church,The Council of Bishops,South Central Jurisdiction; Louisiana Annual Conference; New Orleans District,First Methodist Church,Church,White,full address provided,1108 St. Charles Ave.,"New Orleans, Louisiana",70130,"1108 St. Charles Ave. New Orleans, Louisiana 70130",29.9416414,-90.0732085
The Methodist Church,The Council of Bishops,South Central Jurisdiction; Louisiana Annual Conference; New Orleans District,Gentilly Methodist Church,Church,White,full address provided,4128 Franklin Ave.,"New Orleans, Louisiana",70122,"4128 Franklin Ave. New Orleans, Louisiana 70122",30.001493,-90.050602
The Methodist Church,The Council of Bishops,South Central Jurisdiction; Louisiana Annual Conference; New Orleans District,Napoleon Ave. Methodist Church,Church,White,full address provided,2524 Napoleon Ave.,"New Orleans, Louisiana",70115,"2524 Napoleon Ave. New Orleans, Louisiana 70115",29.9359094,-90.1035033
The Methodist Church,The Council of Bishops,South Central Jurisdiction; Louisiana Annual Conference; New Orleans District,Parker Memorial Methodist Church,Church,White,full address provided,1130 Nashville Ave.,"New Orleans, Louisiana",70115,"1130 Nashville Ave. New Orleans, Louisiana 70115",29.9250761,-90.1183175
The Methodist Church,The Council of Bishops,South Central Jurisdiction; Louisiana Annual Conference; New Orleans District,Rayne Memorial Methodist Church,Church,White,full address provided,3900 St. Charles Ave.,"New Orleans, Louisiana",70115,"3900 St. Charles Ave. New Orleans, Louisiana 70115",29.9264492,-90.0965457
The Methodist Church,The Council of Bishops,South Central Jurisdiction; Louisiana Annual Conference; New Orleans District,St. Mark's Methodist Church,Church,White,full address provided,1130 N. Rampart St.,"New Orleans, Louisiana",70116,"1130 N. Rampart St. New Orleans, Louisiana 70116",29.9641458,-90.0645679
The Methodist Church,The Council of Bishops,South Central Jurisdiction; Louisiana Annual Conference; New Orleans District,Second Methodist Church,Church,White,full address provided,2527 Burgundy St.,"New Orleans, Louisiana",70117,"2527 Burgundy St. New Orleans, Louisiana 70117",29.967127,-90.0512229
The Methodist Church,The Council of Bishops,South Central Jurisdiction; Louisiana Annual Conference; New Orleans District,St. Mark's Community Center,Church,White,full address provided,1130 N. Rampart St.,"New Orleans, Louisiana",70116,"1130 N. Rampart St. New Orleans, Louisiana 70116",29.9641458,-90.0645679
The Methodist Church,Central Jurisdiction,New Orleans District,First Street Methodist Church,Church,Black,full address provided,2321 Dryades St.,"New Orleans, Louisiana",70113,"2321 Dryades St. New Orleans, Louisiana 70113",29.93557,-90.0845278
The Methodist Church,Central Jurisdiction,New Orleans District,Grace Methodist Church,Church,Black,full address provided,2001 Iberville St.,"New Orleans, Louisiana",70112,"2001 Iberville St. New Orleans, Louisiana 70112",29.962129,-90.079647
The Methodist Church,Central Jurisdiction,New Orleans District,Hartzell Methodist Church,Church,Black,full address provided,2014 Caffin Ave.,"New Orleans, Louisiana",70117,"2014 Caffin Ave. New Orleans, Louisiana 70117",29.9708459,-90.0130069
The Methodist Church,Central Jurisdiction,New Orleans District,Haven Chapel Methodist Church,Church,Black,full address provided,1238 Joliet St.,"New Orleans, Louisiana",70118,"1238 Joliet St. New Orleans, Louisiana 70118",29.9506391,-90.1326191
The Methodist Church,Central Jurisdiction,New Orleans District,Laharpe Methodist Church,Church,Black,full address provided,1825 Laharpe St.,"New Orleans, Louisiana",70116,"1825 Laharpe St. New Orleans, Louisiana 70116",29.9736508,-90.0686858
The Methodist Church,Central Jurisdiction,New Orleans District,Mallalieu Methodist Church,Church,Black,full address provided,818 Sixth St.,"New Orleans, Louisiana",70115,"818 Sixth St. New Orleans, Louisiana 70115",29.9232056,-90.0824517
The Methodist Church,Central Jurisdiction,New Orleans District,Mount Zion Methodist Church,Church,Black,full address provided,2517 Jackson Ave .,"New Orleans, Louisiana",70113,"2517 Jackson Ave. New Orleans, Louisiana 70113",29.942523,-90.087487
The Methodist Church,Central Jurisdiction,New Orleans District,Peck Memorial Church,Church,Black,full address provided,3638 Washington Ave.,"New Orleans, Louisiana",70125,"3638 Washington Ave. New Orleans, Louisiana 70125",29.9477906,-90.0987423
The Methodist Church,Central Jurisdiction,New Orleans District,People's Methodist Church,Church,Black,full address provided,2001 Loyola St.,"New Orleans, Louisiana",70113,"2001 Loyola St. New Orleans, Louisiana 70113",29.9453838,-90.0784817
The Methodist Church,Central Jurisdiction,New Orleans District,Philip's Memorial Methodist Church,Church,Black,full address provided,7822 Forshey St.,"New Orleans, Louisiana",70125,"7822 Forshey St. New Orleans, Louisiana 70125",29.9605386,-90.1117688
The Methodist Church,Central Jurisdiction,New Orleans District,St. Mark's Methodist Church,Church,Black,full address provided,8805 Marks St.,"New Orleans, Louisiana",70118,"8805 Marks St. New Orleans, Louisiana 70118",29.9730423,-90.1133508
The Methodist Church,Central Jurisdiction,New Orleans District,St. Matthew's Methodist Church,Church,Black,full address provided,1106 Verret St.,"New Orleans, Louisiana",70114,"1106 Verret St. New Orleans, Louisiana 70114",29.9442716,-90.0498123
The Methodist Church,Central Jurisdiction,New Orleans District,St. Philip's Methodist Church,Church,Black,Annette and Law Sts.,2536 Annette St.,"New Orleans, Louisiana",70119,"2536 Annette St. New Orleans, Louisiana 70119",29.983229,-90.0641118
The Methodist Church,Central Jurisdiction,New Orleans District,Shaws Temple Methodist Church,Church,Black,full address provided,8815 Marks St.,"New Orleans, Louisiana",70118,"8815 Marks St. New Orleans, Louisiana 70118",29.9732013,-90.1135482
The Methodist Church,Central Jurisdiction,New Orleans District,Thompson's Methodist Church,Church,Black,full address provided,1023 St. Roch Ave.,"New Orleans, Louisiana",70117,"1023 St. Roch Ave. New Orleans, Louisiana 70117",29.9683437,-90.0517744
The Methodist Church,Central Jurisdiction,New Orleans District,Timothy Methodist Church,Church,Black,full address provided,2118 Seventh St.,"New Orleans, Louisiana",70115,"2118 Seventh St. New Orleans, Louisiana 70115",29.9342126,-90.0916615
The Methodist Church,Central Jurisdiction,New Orleans District,Trinity Methodist Church,Church,Black,full address provided,1018 Valence St.,"New Orleans, Louisiana",70115,"1018 Valence St. New Orleans, Louisiana 70115",29.9219455,-90.1053871
The Methodist Church,Central Jurisdiction,New Orleans District,Wesley Chapel Methodist Church,Church,Black,full address provided,521 S. Liberty St.,"New Orleans, Louisiana",70113,"521 S. Liberty St. New Orleans, Louisiana 70113",29.9489156,-90.0783521
The Methodist Church,Central Jurisdiction,New Orleans District,Williams Methodist Church,Church,Black,full address provided,7510 Pearl St. ,"New Orleans, Louisiana",70118,"7510 Pearl St.  New Orleans, Louisiana 70118",29.9385392,-90.1303607
The Methodist Church,Central Jurisdiction,New Orleans District,Dillard University,Institution,Black,full address provided,2601 Gentilly Road,"New Orleans, Louisiana",70122,"2601 Gentilly Road New Orleans, Louisiana 70122",29.9948773,-90.0675421
The Methodist Church,Central Jurisdiction,New Orleans District,Gilbert Academy,Institution,Black,full address provided,5318 St. Charles Ave.,"New Orleans, Louisiana",70115,"5318 St. Charles Ave. New Orleans, Louisiana 70115",29.9275542,-90.1121422
The Methodist Church,Central Jurisdiction,New Orleans District,Lafon Old Folks Home,Institution,Black,full address provided,3501 S. Robertson St.,"New Orleans, Louisiana",70115,"3501 S. Robertson St. New Orleans, Louisiana 70115",29.9369021,-90.0969862
The Methodist Church,Central Jurisdiction,New Orleans District,Peck School,Institution,Black,full address provided,5323 Pitt St.,"New Orleans, Louisiana",70115,"5323 Pitt St. New Orleans, Louisiana 70115",29.9258063,-90.1126202
The Methodist Church,Central Jurisdiction,New Orleans District,People's Community Center,Institution,Black,full address provided,2009 Loyola St.,"New Orleans, Louisiana",70113,"2009 Loyola St. New Orleans, Louisiana 70113",29.9453838,-90.0784817
African Methodist Episcopal Church,General Conference,Eighth Episcopal District; Louisiana and Mississippi,Greater Payne Memorial A. M. E. Church,Church,Black,full address provided,3306 S. Liberty St.,"New Orleans, Louisiana",70115,"3306 S. Liberty St. New Orleans, Louisiana 70115",29.9347401,-90.0935122
